"Fitness", "Generation", "Variable", "Value"
17.426187554948715, 28, Population, 2059
17.426187554948715, 28, Renovation Cycle, 2060
17.426187554948715, 28, Energy Intensity, 2040
17.426187554948715, 28, Typesplit and Splitshare, 2025
17.426187554948715, 28, Dwelling, 2063
16.824259179154865, 29, Population, 2069
16.824259179154865, 29, Renovation Cycle, 2060
16.824259179154865, 29, Energy Intensity, 2086
16.824259179154865, 29, Typesplit and Splitshare, 2060
16.824259179154865, 29, Dwelling, 2079
15.285107559184459, 30, Population, 2026
15.285107559184459, 30, Renovation Cycle, 2053
15.285107559184459, 30, Energy Intensity, 2065
15.285107559184459, 30, Typesplit and Splitshare, 2057
15.285107559184459, 30, Dwelling, 2064
20.2155620630533, 31, Population, 2029
20.2155620630533, 31, Renovation Cycle, 2060
20.2155620630533, 31, Energy Intensity, 2065
20.2155620630533, 31, Typesplit and Splitshare, 2048
20.2155620630533, 31, Dwelling, 2085
20.2155620630533, 32, Population, 2029
20.2155620630533, 32, Renovation Cycle, 2060
20.2155620630533, 32, Energy Intensity, 2065
20.2155620630533, 32, Typesplit and Splitshare, 2048
20.2155620630533, 32, Dwelling, 2085
20.21700969335955, 33, Population, 2029
20.21700969335955, 33, Renovation Cycle, 2060
20.21700969335955, 33, Energy Intensity, 2065
20.21700969335955, 33, Typesplit and Splitshare, 2026
20.21700969335955, 33, Dwelling, 2085
20.219056484656992, 34, Population, 2029
20.219056484656992, 34, Renovation Cycle, 2060
20.219056484656992, 34, Energy Intensity, 2065
20.219056484656992, 34, Typesplit and Splitshare, 2026
20.219056484656992, 34, Dwelling, 2085
15.263206493324224, 35, Population, 2094
15.263206493324224, 35, Renovation Cycle, 2072
15.263206493324224, 35, Energy Intensity, 2041
15.263206493324224, 35, Typesplit and Splitshare, 2060
15.263206493324224, 35, Dwelling, 2026
14.973460106364264, 36, Population, 2029
14.973460106364264, 36, Renovation Cycle, 2060
14.973460106364264, 36, Energy Intensity, 2065
14.973460106364264, 36, Typesplit and Splitshare, 2096
14.973460106364264, 36, Dwelling, 2086
14.936177862926952, 37, Population, 2033
14.936177862926952, 37, Renovation Cycle, 2078
14.936177862926952, 37, Energy Intensity, 2051
14.936177862926952, 37, Typesplit and Splitshare, 2046
14.936177862926952, 37, Dwelling, 2045
14.942299058675223, 38, Population, 2033
14.942299058675223, 38, Renovation Cycle, 2092
14.942299058675223, 38, Energy Intensity, 2099
14.942299058675223, 38, Typesplit and Splitshare, 2099
14.942299058675223, 38, Dwelling, 2045
18.278527243148, 39, Population, 2049
18.278527243148, 39, Renovation Cycle, 2092
18.278527243148, 39, Energy Intensity, 2065
18.278527243148, 39, Typesplit and Splitshare, 2046
18.278527243148, 39, Dwelling, 2085
18.278527243148, 40, Population, 2049
18.278527243148, 40, Renovation Cycle, 2092
18.278527243148, 40, Energy Intensity, 2065
18.278527243148, 40, Typesplit and Splitshare, 2046
18.278527243148, 40, Dwelling, 2047
18.278527243148, 41, Population, 2049
18.278527243148, 41, Renovation Cycle, 2092
18.278527243148, 41, Energy Intensity, 2065
18.278527243148, 41, Typesplit and Splitshare, 2046
18.278527243148, 41, Dwelling, 2085
18.278527243148, 42, Population, 2049
18.278527243148, 42, Renovation Cycle, 2092
18.278527243148, 42, Energy Intensity, 2065
18.278527243148, 42, Typesplit and Splitshare, 2046
18.278527243148, 42, Dwelling, 2041
18.278527243148, 43, Population, 2049
18.278527243148, 43, Renovation Cycle, 2092
18.278527243148, 43, Energy Intensity, 2065
18.278527243148, 43, Typesplit and Splitshare, 2046
18.278527243148, 43, Dwelling, 2058
18.278527243148, 44, Population, 2049
18.278527243148, 44, Renovation Cycle, 2092
18.278527243148, 44, Energy Intensity, 2051
18.278527243148, 44, Typesplit and Splitshare, 2046
18.278527243148, 44, Dwelling, 2058
18.278527243148, 45, Population, 2049
18.278527243148, 45, Renovation Cycle, 2092
18.278527243148, 45, Energy Intensity, 2051
18.278527243148, 45, Typesplit and Splitshare, 2046
18.278527243148, 45, Dwelling, 2058
20.223264077477907, 46, Population, 2029
20.223264077477907, 46, Renovation Cycle, 2092
20.223264077477907, 46, Energy Intensity, 2051
20.223264077477907, 46, Typesplit and Splitshare, 2092
20.223264077477907, 46, Dwelling, 2058
20.223476772303695, 47, Population, 2029
20.223476772303695, 47, Renovation Cycle, 2092
20.223476772303695, 47, Energy Intensity, 2051
20.223476772303695, 47, Typesplit and Splitshare, 2092
20.223476772303695, 47, Dwelling, 2058
20.224285043502302, 48, Population, 2029
20.224285043502302, 48, Renovation Cycle, 2092
20.224285043502302, 48, Energy Intensity, 2038
20.224285043502302, 48, Typesplit and Splitshare, 2092
20.224285043502302, 48, Dwelling, 2058
15.757705201706935, 49, Population, 2049
15.757705201706935, 49, Renovation Cycle, 2060
15.757705201706935, 49, Energy Intensity, 2051
15.757705201706935, 49, Typesplit and Splitshare, 2094
15.757705201706935, 49, Dwelling, 2088
18.278855052189623, 50, Population, 2049
18.278855052189623, 50, Renovation Cycle, 2052
18.278855052189623, 50, Energy Intensity, 2051
18.278855052189623, 50, Typesplit and Splitshare, 2084
18.278855052189623, 50, Dwelling, 2067
18.278855052189623, 51, Population, 2049
18.278855052189623, 51, Renovation Cycle, 2052
18.278855052189623, 51, Energy Intensity, 2051
18.278855052189623, 51, Typesplit and Splitshare, 2084
18.278855052189623, 51, Dwelling, 2091
17.496856622503998, 52, Population, 2049
17.496856622503998, 52, Renovation Cycle, 2052
17.496856622503998, 52, Energy Intensity, 2038
17.496856622503998, 52, Typesplit and Splitshare, 2096
17.496856622503998, 52, Dwelling, 2071
17.496856622503998, 53, Population, 2049
17.496856622503998, 53, Renovation Cycle, 2052
17.496856622503998, 53, Energy Intensity, 2038
17.496856622503998, 53, Typesplit and Splitshare, 2096
17.496856622503998, 53, Dwelling, 2091
18.277789988078226, 54, Population, 2049
18.277789988078226, 54, Renovation Cycle, 2052
18.277789988078226, 54, Energy Intensity, 2047
18.277789988078226, 54, Typesplit and Splitshare, 2046
18.277789988078226, 54, Dwelling, 2091
18.27858142315861, 55, Population, 2049
18.27858142315861, 55, Renovation Cycle, 2052
18.27858142315861, 55, Energy Intensity, 2047
18.27858142315861, 55, Typesplit and Splitshare, 2086
18.27858142315861, 55, Dwelling, 2071
18.27858142315861, 56, Population, 2049
18.27858142315861, 56, Renovation Cycle, 2052
18.27858142315861, 56, Energy Intensity, 2047
18.27858142315861, 56, Typesplit and Splitshare, 2086
18.27858142315861, 56, Dwelling, 2083
16.303297616336828, 57, Population, 2089
16.303297616336828, 57, Renovation Cycle, 2029
16.303297616336828, 57, Energy Intensity, 2034
16.303297616336828, 57, Typesplit and Splitshare, 2083
16.303297616336828, 57, Dwelling, 2081
19.15970006032688, 58, Population, 2039
19.15970006032688, 58, Renovation Cycle, 2033
19.15970006032688, 58, Energy Intensity, 2038
19.15970006032688, 58, Typesplit and Splitshare, 2037
19.15970006032688, 58, Dwelling, 2071
20.212965559161653, 59, Population, 2029
20.212965559161653, 59, Renovation Cycle, 2033
20.212965559161653, 59, Energy Intensity, 2038
20.212965559161653, 59, Typesplit and Splitshare, 2065
20.212965559161653, 59, Dwelling, 2038
20.212965559161653, 60, Population, 2029
20.212965559161653, 60, Renovation Cycle, 2036
20.212965559161653, 60, Energy Intensity, 2089
20.212965559161653, 60, Typesplit and Splitshare, 2065
20.212965559161653, 60, Dwelling, 2081
16.31543063033791, 61, Population, 2089
16.31543063033791, 61, Renovation Cycle, 2029
16.31543063033791, 61, Energy Intensity, 2038
16.31543063033791, 61, Typesplit and Splitshare, 2037
16.31543063033791, 61, Dwelling, 2094
16.315417849507494, 62, Population, 2089
16.315417849507494, 62, Renovation Cycle, 2029
16.315417849507494, 62, Energy Intensity, 2038
16.315417849507494, 62, Typesplit and Splitshare, 2030
16.315417849507494, 62, Dwelling, 2094
16.31545260269158, 63, Population, 2089
16.31545260269158, 63, Renovation Cycle, 2098
16.31545260269158, 63, Energy Intensity, 2051
16.31545260269158, 63, Typesplit and Splitshare, 2055
16.31545260269158, 63, Dwelling, 2094
16.315417849507494, 64, Population, 2089
16.315417849507494, 64, Renovation Cycle, 2075
16.315417849507494, 64, Energy Intensity, 2025
16.315417849507494, 64, Typesplit and Splitshare, 2030
16.315417849507494, 64, Dwelling, 2097
16.299010641193536, 65, Population, 2089
16.299010641193536, 65, Renovation Cycle, 2029
16.299010641193536, 65, Energy Intensity, 2038
16.299010641193536, 65, Typesplit and Splitshare, 2065
16.299010641193536, 65, Dwelling, 2059
16.299010641193536, 66, Population, 2089
16.299010641193536, 66, Renovation Cycle, 2029
16.299010641193536, 66, Energy Intensity, 2041
16.299010641193536, 66, Typesplit and Splitshare, 2065
16.299010641193536, 66, Dwelling, 2059
16.299907547491994, 67, Population, 2089
16.299907547491994, 67, Renovation Cycle, 2029
16.299907547491994, 67, Energy Intensity, 2041
16.299907547491994, 67, Typesplit and Splitshare, 2078
16.299907547491994, 67, Dwelling, 2033
16.299907547491994, 68, Population, 2089
16.299907547491994, 68, Renovation Cycle, 2029
16.299907547491994, 68, Energy Intensity, 2025
16.299907547491994, 68, Typesplit and Splitshare, 2078
16.299907547491994, 68, Dwelling, 2042
16.299091053248212, 69, Population, 2089
16.299091053248212, 69, Renovation Cycle, 2085
16.299091053248212, 69, Energy Intensity, 2075
16.299091053248212, 69, Typesplit and Splitshare, 2072
16.299091053248212, 69, Dwelling, 2039
16.311208317209953, 70, Population, 2089
16.311208317209953, 70, Renovation Cycle, 2085
16.311208317209953, 70, Energy Intensity, 2075
16.311208317209953, 70, Typesplit and Splitshare, 2026
16.311208317209953, 70, Dwelling, 2080
16.311336392050627, 71, Population, 2089
16.311336392050627, 71, Renovation Cycle, 2085
16.311336392050627, 71, Energy Intensity, 2075
16.311336392050627, 71, Typesplit and Splitshare, 2072
16.311336392050627, 71, Dwelling, 2080
16.311208317209953, 72, Population, 2089
16.311208317209953, 72, Renovation Cycle, 2085
16.311208317209953, 72, Energy Intensity, 2075
16.311208317209953, 72, Typesplit and Splitshare, 2026
16.311208317209953, 72, Dwelling, 2080
16.292176505557812, 73, Population, 2089
16.292176505557812, 73, Renovation Cycle, 2073
16.292176505557812, 73, Energy Intensity, 2048
16.292176505557812, 73, Typesplit and Splitshare, 2098
16.292176505557812, 73, Dwelling, 2043
16.291484567892784, 74, Population, 2089
16.291484567892784, 74, Renovation Cycle, 2073
16.291484567892784, 74, Energy Intensity, 2048
16.291484567892784, 74, Typesplit and Splitshare, 2031
16.291484567892784, 74, Dwelling, 2043
16.309083096772863, 75, Population, 2089
16.309083096772863, 75, Renovation Cycle, 2065
16.309083096772863, 75, Energy Intensity, 2043
16.309083096772863, 75, Typesplit and Splitshare, 2090
16.309083096772863, 75, Dwelling, 2043
16.302262094688107, 76, Population, 2089
16.302262094688107, 76, Renovation Cycle, 2045
16.302262094688107, 76, Energy Intensity, 2065
16.302262094688107, 76, Typesplit and Splitshare, 2082
16.302262094688107, 76, Dwelling, 2030
16.565668008779124, 77, Population, 2089
16.565668008779124, 77, Renovation Cycle, 2083
16.565668008779124, 77, Energy Intensity, 2036
16.565668008779124, 77, Typesplit and Splitshare, 2092
16.565668008779124, 77, Dwelling, 2043
16.02952321555117, 78, Population, 2089
16.02952321555117, 78, Renovation Cycle, 2073
16.02952321555117, 78, Energy Intensity, 2080
16.02952321555117, 78, Typesplit and Splitshare, 2069
16.02952321555117, 78, Dwelling, 2030
16.302498967249033, 79, Population, 2089
16.302498967249033, 79, Renovation Cycle, 2065
16.302498967249033, 79, Energy Intensity, 2096
16.302498967249033, 79, Typesplit and Splitshare, 2066
16.302498967249033, 79, Dwelling, 2030
16.302498967249033, 80, Population, 2089
16.302498967249033, 80, Renovation Cycle, 2065
16.302498967249033, 80, Energy Intensity, 2080
16.302498967249033, 80, Typesplit and Splitshare, 2066
16.302498967249033, 80, Dwelling, 2030
16.56923657770955, 81, Population, 2089
16.56923657770955, 81, Renovation Cycle, 2048
16.56923657770955, 81, Energy Intensity, 2065
16.56923657770955, 81, Typesplit and Splitshare, 2092
16.56923657770955, 81, Dwelling, 2030
17.425260245457864, 82, Population, 2059
17.425260245457864, 82, Renovation Cycle, 2065
17.425260245457864, 82, Energy Intensity, 2036
17.425260245457864, 82, Typesplit and Splitshare, 2066
17.425260245457864, 82, Dwelling, 2030
16.302510727269425, 83, Population, 2089
16.302510727269425, 83, Renovation Cycle, 2065
16.302510727269425, 83, Energy Intensity, 2063
16.302510727269425, 83, Typesplit and Splitshare, 2069
16.302510727269425, 83, Dwelling, 2030
16.302464673964465, 84, Population, 2089
16.302464673964465, 84, Renovation Cycle, 2065
16.302464673964465, 84, Energy Intensity, 2096
16.302464673964465, 84, Typesplit and Splitshare, 2033
16.302464673964465, 84, Dwelling, 2030
16.30250445783086, 85, Population, 2089
16.30250445783086, 85, Renovation Cycle, 2065
16.30250445783086, 85, Energy Intensity, 2076
16.30250445783086, 85, Typesplit and Splitshare, 2068
16.30250445783086, 85, Dwelling, 2030
16.199028032945368, 86, Population, 2089
16.199028032945368, 86, Renovation Cycle, 2065
16.199028032945368, 86, Energy Intensity, 2086
16.199028032945368, 86, Typesplit and Splitshare, 2076
16.199028032945368, 86, Dwelling, 2030
16.302925068563205, 87, Population, 2089
16.302925068563205, 87, Renovation Cycle, 2073
16.302925068563205, 87, Energy Intensity, 2086
16.302925068563205, 87, Typesplit and Splitshare, 2076
16.302925068563205, 87, Dwelling, 2030
16.30314855891132, 88, Population, 2089
16.30314855891132, 88, Renovation Cycle, 2073
16.30314855891132, 88, Energy Intensity, 2086
16.30314855891132, 88, Typesplit and Splitshare, 2098
16.30314855891132, 88, Dwelling, 2060
16.32008262243707, 89, Population, 2089
16.32008262243707, 89, Renovation Cycle, 2073
16.32008262243707, 89, Energy Intensity, 2086
16.32008262243707, 89, Typesplit and Splitshare, 2090
16.32008262243707, 89, Dwelling, 2030
16.32008262243707, 90, Population, 2089
16.32008262243707, 90, Renovation Cycle, 2048
16.32008262243707, 90, Energy Intensity, 2086
16.32008262243707, 90, Typesplit and Splitshare, 2090
16.32008262243707, 90, Dwelling, 2070
16.315350146544954, 91, Population, 2089
16.315350146544954, 91, Renovation Cycle, 2073
16.315350146544954, 91, Energy Intensity, 2091
16.315350146544954, 91, Typesplit and Splitshare, 2088
16.315350146544954, 91, Dwelling, 2060
16.29273508768267, 92, Population, 2089
16.29273508768267, 92, Renovation Cycle, 2073
16.29273508768267, 92, Energy Intensity, 2086
16.29273508768267, 92, Typesplit and Splitshare, 2094
16.29273508768267, 92, Dwelling, 2060
16.317465650109323, 93, Population, 2089
16.317465650109323, 93, Renovation Cycle, 2078
16.317465650109323, 93, Energy Intensity, 2095
16.317465650109323, 93, Typesplit and Splitshare, 2070
16.317465650109323, 93, Dwelling, 2044
16.317465650109323, 94, Population, 2089
16.317465650109323, 94, Renovation Cycle, 2078
16.317465650109323, 94, Energy Intensity, 2095
16.317465650109323, 94, Typesplit and Splitshare, 2070
16.317465650109323, 94, Dwelling, 2044
15.769075031030242, 95, Population, 2089
15.769075031030242, 95, Renovation Cycle, 2048
15.769075031030242, 95, Energy Intensity, 2091
15.769075031030242, 95, Typesplit and Splitshare, 2032
15.769075031030242, 95, Dwelling, 2072
15.769075031030242, 96, Population, 2089
15.769075031030242, 96, Renovation Cycle, 2048
15.769075031030242, 96, Energy Intensity, 2091
15.769075031030242, 96, Typesplit and Splitshare, 2032
15.769075031030242, 96, Dwelling, 2072
15.953335244391901, 97, Population, 2079
15.953335244391901, 97, Renovation Cycle, 2048
15.953335244391901, 97, Energy Intensity, 2091
15.953335244391901, 97, Typesplit and Splitshare, 2032
15.953335244391901, 97, Dwelling, 2099
16.219072188708097, 98, Population, 2079
16.219072188708097, 98, Renovation Cycle, 2048
16.219072188708097, 98, Energy Intensity, 2095
16.219072188708097, 98, Typesplit and Splitshare, 2068
16.219072188708097, 98, Dwelling, 2053
15.973748099721066, 99, Population, 2089
15.973748099721066, 99, Renovation Cycle, 2030
15.973748099721066, 99, Energy Intensity, 2054
15.973748099721066, 99, Typesplit and Splitshare, 2085
15.973748099721066, 99, Dwelling, 2053
15.975421983872188, 100, Population, 2089
15.975421983872188, 100, Renovation Cycle, 2091
15.975421983872188, 100, Energy Intensity, 2054
15.975421983872188, 100, Typesplit and Splitshare, 2086
15.975421983872188, 100, Dwelling, 2044
